# Species	Genes	Alg.-Conn.	GCA_001553005.1_ASM155300v1_protein.faa	GCA_001553035.1_ASM155303v1_protein.faa	GCF_000019245.4_ASM1924v3_protein.faa	GCF_000027145.1_ASM2714v1_protein.faa	GCF_000063585.1_ASM6358v1_protein.faa	GCF_000145215.1_ASM14521v1_protein.faa	GCF_000166335.1_ASM16633v1_protein.faa	GCF_000166355.1_ASM16635v1_protein.faa	GCF_000166775.1_ASM16677v1_protein.faa	GCF_000196035.1_ASM19603v1_protein.faa	GCF_000242855.2_ASM24285v2_protein.faa	GCF_000473245.1_ASM47324v1_protein.faa	GCF_000763515.1_ASM76351v1_protein.faa	GCF_000769555.1_ASM76955v1_protein.faa	GCF_000829055.1_ASM82905v1_protein.faa	GCF_001042715.1_ASM104271v1_protein.faa	GCF_001050475.1_ASM105047v1_protein.faa	GCF_001687565.2_ASM168756v2_protein.faa	GCF_001687585.2_ASM168758v2_protein.faa	GCF_001687665.2_ASM168766v2_protein.faa	GCF_001951175.1_ASM195117v1_protein.faa	GCF_001971585.1_ASM197158v1_protein.faa	GCF_002009235.1_ASM200923v1_protein.faa	GCF_002706745.1_ASM270674v1_protein.faa	GCF_003606265.1_ASM360626v1_protein.faa	GCF_003614235.1_ASM361423v1_protein.faa	GCF_003641145.1_ASM364114v1_protein.faa	GCF_003641185.1_ASM364118v1_protein.faa	GCF_003999255.1_ASM399925v1_protein.faa	GCF_004103615.1_ASM410361v1_protein.faa	GCF_004785625.2_ASM478562v2_protein.faa	GCF_006007945.1_ASM600794v1_protein.faa	GCF_007954525.1_ASM795452v1_protein.faa	GCF_007954605.1_ASM795460v1_protein.faa	GCF_007954785.1_ASM795478v1_protein.faa	GCF_009648575.1_ASM964857v1_protein.faa	GCF_009913915.1_ASM991391v1_protein.faa	GCF_012396635.1_ASM1239663v1_protein.faa	GCF_014042035.1_ASM1404203v1_protein.faa	GCF_015234765.1_ASM1523476v1_protein.faa	GCF_016127255.1_ASM1612725v1_protein.faa	GCF_018363075.1_ASM1836307v1_protein.faa	GCF_900120125.1_PRJEB18020_protein.faa	GCF_900187165.1_52121_G02_protein.faa	GCF_900638015.1_54984_A01_protein.faa
33	40	0.282	KXB54987.1	KXB60321.1	WP_013245487.1	WP_012984950.1	WP_003358881.1	*	*	*	*	NP_464088.1	WP_003153413.1,WP_015387545.1	WP_009794817.1	WP_025279768.1	WP_003153413.1,WP_014419156.1	WP_025012770.1	WP_044823251.1,WP_044825585.1	WP_048706225.1	WP_006828546.1	WP_008497671.1	WP_065526778.1	*	WP_076616371.1	WP_058385838.1,WP_071154520.1	WP_010020403.1	WP_066677000.1	WP_003376355.1	WP_171284604.1	WP_175365124.1	*	WP_046129855.1,WP_046131531.1,WP_173427508.1	WP_112224398.1	WP_057814795.1	*	*	*	WP_045554404.1	*	WP_031550855.1	WP_043926775.1,WP_182070271.1	WP_179940624.1	*	*	WP_062171722.1	WP_089864277.1	WP_126320348.1
34	34	0.782	KXB58971.1	KXB58272.1	WP_003569796.1	WP_012985873.1	WP_012048320.1	*	*	*	*	NP_465231.1	WP_003155567.1	WP_022543383.1	WP_014093066.1	WP_007408509.1	WP_025013677.1	*	WP_048705924.1	WP_006830879.1	WP_008497145.1	WP_065526949.1	WP_075887959.1	WP_076614697.1	WP_071153304.1	WP_235699483.1	WP_066677467.1	WP_120361642.1	WP_021730628.1	WP_050338886.1	*	WP_046131031.1	WP_112224959.1	WP_229239911.1	*	*	*	WP_033533924.1	*	WP_031551862.1	WP_154998633.1	WP_179940807.1	*	WP_213224345.1	WP_231723754.1	WP_238021360.1	WP_126320409.1
45	45	0.691	KXB58973.1	KXB58328.1	WP_003565265.1	WP_003747746.1	WP_003358111.1	WP_013291003.1	WP_013291003.1	WP_013291003.1	WP_013291003.1	NP_465005.1	WP_003152876.1	WP_009796269.1	WP_003726526.1	WP_003152876.1	WP_010488569.1	WP_044826249.1	WP_048702827.1	WP_006828708.1	WP_008498982.1	WP_065526554.1	WP_075887771.1	WP_076617504.1	WP_058385576.1	WP_010020066.1	WP_066673998.1	WP_003376464.1	WP_003645660.1	WP_003639023.1	WP_011916586.1	WP_046131769.1	WP_112223794.1	WP_010020066.1	WP_014973919.1	WP_010000129.1	WP_004902547.1	WP_003726526.1	WP_002815336.1	WP_006364919.1	WP_003183682.1	WP_179940803.1	WP_004910538.1	WP_010488569.1	WP_062173654.1	WP_089863887.1	WP_003755788.1
37	37	0.131	KXB58974.1	KXB63643.1	WP_003587824.1	WP_012985656.1	WP_012048008.1	*	*	*	*	NP_465006.1	*	WP_009796270.1	WP_025279942.1	*	WP_039638972.1	WP_044826248.1	WP_048702824.1	WP_006828709.1	WP_008498981.1	WP_065526555.1	WP_075887772.1	WP_076617508.1	WP_071154366.1	WP_010020067.1	WP_066673995.1	*	WP_021732068.1	WP_050338441.1	*	WP_164918190.1	WP_112223793.1	WP_057811988.1	WP_147000355.1	WP_029509608.1	WP_040177318.1	WP_153648115.1	WP_011680245.1	WP_031551747.1	WP_182070346.1	WP_179940801.1	WP_010275700.1	WP_213224404.1	WP_062173487.1	WP_095178067.1	WP_036104041.1
35	35	0.163	KXB58975.1	KXB63642.1	WP_013245699.1	WP_041176175.1	*	WP_013291005.1	WP_013412520.1	WP_013402790.1	WP_013429820.1	NP_465007.1	WP_015387984.1	WP_022544211.1	WP_025279943.1	WP_022552933.1	*	*	WP_048702822.1	*	WP_065527913.1	WP_065526556.1	WP_075887773.1	WP_236906186.1	WP_245830256.1	WP_082607431.1	*	*	WP_021732069.1	WP_050338440.1	WP_127352275.1	WP_046131766.1	WP_233785912.1	WP_162256517.1	WP_147000358.1	WP_243129749.1	WP_243130145.1	*	WP_105296175.1	*	WP_182070345.1	*	WP_147651933.1	WP_129300895.1	WP_231723751.1	*	WP_126320449.1
40	41	0.244	KXB58976.1	KXB63641.1	WP_003565609.1	WP_041176176.1	WP_003355957.1	WP_013289913.1	WP_013411503.1	WP_013403881.1	WP_013430911.1	NP_465008.1	WP_003152868.1	WP_009796227.1	WP_014092851.1	WP_003152868.1	WP_025012395.1	WP_044826059.1	*	WP_006828712.1	WP_008498978.1	WP_065526557.1	*	*	WP_078080333.1	*	WP_066676610.1,WP_066677288.1	WP_004444417.1	WP_021732070.1	WP_050338439.1	WP_011916741.1	WP_046131765.1	WP_112223791.1	*	WP_014973934.1	WP_147001027.1	WP_146992328.1	WP_003762318.1	WP_011679305.1	WP_031551741.1	WP_154994394.1	WP_179940797.1	WP_010278571.1	WP_129302087.1	WP_062173497.1	WP_089866057.1	WP_003755783.1
45	45	0.933	KXB58977.1	KXB63640.1	WP_013245698.1	WP_041176252.1	WP_012048017.1	WP_013290590.1	WP_013411995.1	WP_013403357.1	WP_013430401.1	NP_465009.1	WP_225630128.1	WP_022544212.1	WP_025279944.1	WP_014418419.1	WP_025012902.1	WP_052661268.1	WP_048702819.1	WP_006828713.1	WP_051041716.1	WP_083394481.1	WP_075887774.1	WP_076617514.1	WP_245830254.1	WP_010020071.1	WP_066674133.1	WP_003375129.1	WP_021732071.1	WP_050338438.1	WP_127351898.1	WP_231947363.1	WP_112223790.1	WP_057811990.1	WP_147000360.1	WP_068851833.1	WP_146992312.1	WP_153648114.1	WP_011680247.1	WP_031551738.1	WP_154994395.1	WP_179940795.1	WP_010275695.1	WP_129300894.1	WP_062173500.1	WP_089863867.1	WP_052009079.1
39	40	0.225	KXB58978.1	KXB63637.1	WP_003565195.1	WP_012985679.1	WP_011948824.1,WP_011986887.1	WP_013290179.1	WP_013412363.1	WP_013402944.1	WP_013429991.1	NP_465038.1	WP_003152731.1	WP_022544221.1	WP_014092876.1	WP_021494378.1	WP_025012984.1	WP_044823944.1	WP_048702764.1	WP_065537010.1	WP_065527907.1	WP_065526575.1	WP_075887783.1	WP_076617598.1	WP_071154360.1	WP_010020100.1	WP_120140419.1	WP_039234211.1	WP_021732107.1	WP_050338408.1	WP_127351559.1	WP_046132115.1	WP_112223769.1	WP_057812011.1	*	*	*	WP_003762369.1	*	WP_031551734.1	WP_182070294.1	*	*	WP_129300865.1	WP_062173894.1	WP_089862917.1	WP_036103945.1
40	42	0.214	KXB58979.1	KXB63638.1	WP_003565200.1	WP_003747801.1	WP_011948825.1,WP_012047964.1	WP_013290181.1	WP_013412361.1	WP_013402946.1	WP_013429992.1	NP_465037.1	WP_015387903.1	WP_009796215.1	WP_014092875.1	WP_012118077.1	WP_025012981.1	WP_044823425.1,WP_242846895.1	WP_048702769.1	WP_006828736.1	WP_065527908.1	WP_065526574.1	WP_057867437.1	WP_076617589.1	WP_078080328.1	WP_056945164.1	WP_066674394.1	WP_120362031.1	WP_021732105.1	WP_050338409.1	WP_127351561.1	WP_046132116.1	WP_112223770.1	WP_057812009.1	*	*	*	WP_010991588.1	*	WP_006364929.1	WP_182070295.1	WP_179940789.1	*	WP_129300867.1	WP_062173891.1	WP_089862916.1	WP_036103948.1
43	43	1	KXB58980.1	KXB63635.1	WP_003571278.1	WP_012986173.1	WP_003357496.1	WP_013290925.1	WP_013412462.1	WP_013402838.1	WP_013429894.1	NP_465599.2	WP_015388613.1	*	WP_025280033.1	WP_007408855.1	WP_025012725.1	WP_044826169.1	WP_048703934.1	*	WP_008497394.1	WP_065527253.1	WP_075887441.1	WP_076618552.1	WP_058386363.1	WP_010018696.1	WP_066676546.1	WP_003378451.1	WP_033609419.1	WP_050339163.1	WP_127352213.1	WP_046132030.1	WP_112223304.1	WP_057812382.1	WP_014973826.1	WP_095652960.1	WP_085699580.1	WP_003769636.1	WP_011680373.1	WP_006364933.1	WP_154996375.1	WP_179940787.1	WP_010278083.1	WP_129301273.1	WP_062173895.1	WP_095178207.1	WP_036104667.1
39	40	0.198	*	KXB63634.1	WP_003567075.1	WP_012986174.1	WP_012048263.1	WP_013289739.1	WP_013411294.1	WP_013404067.1	WP_013431100.1	NP_465600.1	WP_003155993.1	WP_009793290.1	WP_014093408.1	WP_003155993.1	WP_025012724.1	*	WP_048703936.1	WP_065537322.1	WP_008497395.1	*	WP_075887440.1	WP_076618556.1	WP_071154663.1	WP_235699453.1	WP_066674239.1	*	WP_021731219.1	WP_050339165.1	WP_127351023.1	WP_046132145.1	WP_112223303.1	WP_244937282.1	WP_014973823.1,WP_041773183.1	WP_129873385.1	WP_004899074.1	WP_003763328.1	WP_014325103.1	WP_006364934.1	WP_003179229.1	WP_179940785.1	WP_010278087.1	*	WP_062173897.1	*	WP_036104668.1
42	42	0.877	KXB58982.1	KXB63633.1	WP_003567077.1	WP_012986175.1	WP_012048262.1	WP_013289738.1	WP_013411293.1	WP_013404068.1	WP_013431101.1	NP_465601.1	WP_015388614.1	*	WP_014093409.1	WP_007408854.1	WP_010492002.1	WP_044826164.1	WP_048703938.1	*	WP_008497396.1	WP_065527255.1	WP_057867332.1	WP_076613543.1	WP_078080123.1	WP_010018694.1	WP_120140837.1	WP_003378431.1	WP_021731220.1	WP_050339166.1	WP_127351022.1	WP_046132031.1	WP_112223302.1	WP_057812364.1	WP_014973822.1	WP_147000985.1	WP_085699578.1	WP_153648687.1	WP_011680376.1	*	WP_154996377.1	WP_179940783.1	WP_010278088.1	WP_129301275.1	WP_062173899.1	WP_095178212.1	WP_036104669.1
43	44	0.955	KXB58983.1	KXB63632.1	WP_003569677.1	WP_012986176.1	WP_012048261.1	WP_013289737.1	WP_013411292.1	WP_013404069.1	WP_013431102.1	NP_465602.1	WP_003155999.1	*	WP_014093410.1	WP_014417064.1	WP_025013052.1	WP_201774970.1	WP_048706166.1	*	WP_008497397.1,WP_156874338.1	WP_065527256.1	WP_075887472.1	WP_076615461.1	WP_071154664.1	WP_010020446.1	WP_066674236.1	WP_003378433.1	WP_021730894.1	WP_050339113.1	WP_127351021.1	WP_046132032.1	WP_112223301.1	WP_057811878.1	WP_014974623.1	WP_010003477.1	WP_170167817.1	WP_045552867.1	WP_011680199.1	WP_006364936.1	WP_154996379.1	WP_179940781.1	WP_010292385.1	WP_129302694.1	WP_072520329.1	WP_089863693.1	WP_036104670.1
10	10	1	KXB58984.1	KXB61120.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_065537370.1	WP_008498112.1	WP_065525829.1	*	*	WP_078080594.1	*	*	*	*	*	*	*	WP_135815428.1	*	*	*	*	*	*	WP_006364937.1	*	WP_179941543.1	*	*	WP_072520328.1	*	*
22	23	0.145	KXB58986.1	KXB57589.1	WP_003571499.1	WP_012985488.1	*	*	*	*	*	*	WP_003151491.1	WP_009793064.1	WP_025279904.1	WP_003151491.1	WP_039639915.1	*	*	WP_006828464.1	WP_008496058.1	WP_065526844.1	*	*	WP_071153684.1	*	*	WP_120362028.1	*	*	*	*	WP_112224358.1,WP_112224561.1	*	*	*	WP_085698903.1	*	*	WP_031552760.1	WP_154999454.1	WP_218926343.1	*	WP_129301196.1	WP_062174730.1	*	WP_036105080.1
6	6	0.5	*	*	*	*	WP_011947914.1	*	*	*	*	*	*	WP_009791957.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_066675122.1	WP_003377193.1	*	*	*	WP_096891935.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095177165.1	*
42	58	0.205	KXB58988.1	KXB62127.1	WP_003564085.1,WP_013245966.1	WP_012985299.1	WP_012048151.1	WP_013290439.1	WP_013412125.1	WP_013403216.1	WP_013430268.1	NP_464531.1	WP_007611083.1,WP_014305705.1	WP_009794295.1,WP_009795407.1	WP_014092430.1	WP_007611083.1,WP_022553700.1	WP_010491817.1,WP_025013777.1	*	WP_048703664.1,WP_048703666.1	WP_065536697.1	WP_008498201.1	*	WP_057867763.1	WP_076615595.1,WP_076615599.1	WP_071153844.1	WP_010019187.1	WP_066678124.1	WP_120361577.1,WP_120361676.1	WP_021730156.1,WP_021732336.1	WP_050339642.1,WP_050340343.1,WP_082606646.1	WP_039763927.1	WP_046129936.1,WP_046132423.1	WP_135815267.1	WP_057815710.1	WP_147000467.1	WP_147000800.1	WP_004905851.1	WP_003771263.1	WP_010282209.1,WP_025268174.1,WP_223319792.1	WP_031550243.1	WP_020451186.1,WP_043927758.1	WP_179941741.1	WP_010294429.1	WP_129301507.1,WP_129302893.1	WP_072520487.1	*	WP_036106277.1
45	45	1	KXB58989.1	KXB59353.1	WP_012491199.1	WP_012985672.1	WP_011986885.1	WP_013290518.1	WP_041737564.1	WP_013403286.1	WP_013430335.1	NP_465029.1	WP_003152748.1	WP_009796224.1	WP_014092867.1	WP_022552894.1	WP_025012319.1	WP_044823947.1	WP_048703875.1	WP_006828733.1	WP_008498955.1	WP_065526571.1	WP_075887457.1	WP_076613518.1	WP_078080330.1	WP_010018750.1	WP_066674400.1	WP_120362032.1	WP_021732529.1	WP_050339337.1	WP_127351841.1	WP_046132125.1	WP_112223773.1	WP_057812433.1	WP_014974660.1	WP_147000692.1	WP_085698777.1	WP_153648110.1	WP_014324407.1	WP_031551909.1	WP_182070297.1	WP_179941337.1	WP_010280145.1	WP_129301947.1	WP_072520381.1	WP_095178358.1	WP_036104001.1
35	35	0.784	KXB58990.1	KXB59352.1	WP_003566816.1	WP_003753606.1	*	*	*	*	*	NP_465892.1	WP_003152102.1	WP_009795405.1	WP_014093607.1	WP_007408653.1	WP_032959192.1	*	WP_048703803.1	WP_006828542.1	WP_008428249.1	WP_008428249.1	WP_057867524.1	WP_076613494.1	WP_058385842.1	WP_056945235.1	*	*	WP_080235734.1	WP_050339304.1	*	WP_046129937.1	WP_112224402.1	WP_057812384.1	WP_014974706.1	WP_010001065.1	WP_004899987.1	WP_033533598.1	WP_011680321.1	WP_006365000.1	WP_020452765.1	WP_179941338.1	WP_010279775.1	WP_129302619.1	WP_062173706.1	*	WP_003759207.1
34	42	0.108	KXB58991.1	KXB59351.1	*	WP_012984803.1,WP_012985533.1,WP_012986515.1	*	WP_013291347.1	WP_013412889.1	WP_013402166.1	WP_013429295.1	NP_463872.1,NP_464830.1,NP_466182.1	WP_015388180.1	WP_022543748.1	WP_014092700.1,WP_025280113.1	WP_014418018.1	*	*	WP_048704874.1	WP_006829796.1	WP_008497830.1	WP_065526016.1	*	*	WP_071154513.1	*	*	*	WP_056988545.1	WP_050338959.1	WP_127352615.1	WP_046132810.1	WP_112222742.1	*	WP_014974439.1	WP_147001449.1	WP_085698959.1	WP_010991490.1,WP_153648425.1,WP_153648556.1	WP_048593058.1	WP_031551907.1	WP_182070616.1	WP_179941339.1	WP_010278296.1	*	WP_062173708.1	WP_095177709.1	WP_003755386.1,WP_036103625.1
45	45	1	KXB58992.1	KXB59350.1	WP_003567101.1	WP_012986552.1	WP_003359478.1	WP_013290676.1	WP_013411913.1	WP_013403471.1	WP_041741650.1	NP_466224.1	WP_003150697.1	WP_009796287.1	WP_014093910.1	WP_003150697.1	WP_010492034.1	WP_044825668.1	WP_048703957.1	WP_006831006.1	WP_008497656.1	WP_065527630.1	WP_057867324.1	WP_076613552.1	WP_008497656.1	WP_010018683.1	WP_066673688.1	WP_003377185.1	WP_021731235.1	WP_050339175.1	WP_127352084.1	WP_046131379.1	WP_084242151.1	WP_057812640.1	WP_014973763.1	WP_010004631.1	WP_004899227.1	WP_003764287.1	WP_010280652.1	WP_006364998.1	WP_003178140.1	WP_179941340.1	WP_010292719.1	WP_129301285.1	WP_062173710.1	WP_089867120.1	WP_036105391.1
40	41	0.682	KXB58993.1	KXB59349.1	WP_003567105.1	WP_003754047.1	WP_003359499.1	WP_013290677.1	WP_013411912.1	WP_013403472.1	WP_013430506.1	NP_466225.1	WP_003150700.1	WP_022543198.1	WP_003754047.1	WP_003150700.1	WP_025012715.1	WP_044825669.1	WP_064505401.1	WP_006831005.1	WP_008429155.1	WP_008429155.1,WP_065527635.1	WP_075887436.1	WP_076613553.1	WP_058383832.1	WP_010018682.1	WP_066673690.1	WP_120361788.1	WP_003640956.1	WP_056952820.1	WP_039764072.1	WP_006640440.1	WP_112225066.1	WP_010018682.1	*	*	*	WP_003772859.1	*	WP_031551902.1	WP_154997974.1	WP_179941341.1	*	WP_049171649.1	WP_062173712.1	WP_089867125.1	WP_036105389.1
45	45	0.876	KXB58994.1	KXB59348.1	WP_003571293.1	WP_012986553.1	WP_003394606.1	WP_013291150.1	WP_013412653.1	WP_013402589.1	WP_013429575.1	NP_466226.1	WP_003150701.1	WP_009796285.1	WP_025280133.1	WP_014416713.1	WP_025012714.1	WP_044825670.1	WP_048703958.1	WP_006831004.1	WP_040850830.1	WP_065527631.1	WP_057867322.1	WP_076613554.1	WP_071153217.1	WP_010018681.1	WP_066673692.1	WP_120361787.1	WP_021731236.1	WP_050339176.1	WP_127351393.1	WP_046131378.1	WP_135815836.1	WP_057812642.1	WP_014973762.1	WP_147000963.1	WP_085699534.1	WP_153648546.1	WP_011679168.1	WP_031551899.1	WP_182069607.1	WP_179941342.1	WP_010292722.1	WP_213224066.1	WP_062173714.1	WP_089867128.1	WP_036105387.1
37	37	1	KXB58997.1	*	WP_013245713.1	WP_012986010.1	WP_011948735.1	*	*	*	*	NP_465400.1	WP_015388564.1	WP_009795671.1	WP_014093217.1	WP_022552736.1	WP_025013425.1	WP_044825436.1	WP_048702996.1	WP_065536807.1	WP_065528016.1	WP_065526182.1	WP_057868155.1	WP_076617146.1	WP_071154578.1	WP_010019885.1	WP_066677383.1	WP_003375294.1	WP_021731589.1	WP_050338596.1	*	WP_046130399.1	WP_112222589.1	WP_057814841.1	WP_014974407.1	WP_147001429.1	WP_133286214.1	WP_153648740.1	WP_105296107.1	*	WP_182069066.1	WP_179941345.1	WP_010278374.1	WP_129302482.1	*	WP_095177613.1	WP_126320385.1
32	46	0.122	KXB58998.1	KXB61943.1	WP_003566133.1	WP_012985131.1	WP_011948044.1	*	*	*	*	NP_464325.1	WP_015387444.1,WP_015387546.1,WP_024084846.1	*	WP_014092230.1	WP_012118711.1,WP_021494640.1,WP_161512148.1	WP_025013115.1,WP_032958986.1	*	WP_048705816.1,WP_048706497.1	*	WP_008498245.1	*	WP_075887997.1	WP_083685930.1	WP_071152749.1	WP_010020851.1,WP_035181780.1	*	WP_003376064.1	WP_021731288.1,WP_056988583.1	WP_050338985.1,WP_050340210.1	*	WP_046130957.1,WP_046131534.1	*	WP_057813699.1,WP_057814937.1	WP_014974915.1	WP_048700396.1	WP_004904239.1,WP_085699323.1	WP_003761134.1	WP_011680420.1	WP_031550051.1	WP_182071088.1,WP_234113136.1	WP_179941347.1	WP_010290826.1	WP_129302592.1,WP_213224230.1	WP_062173088.1	*	*
45	45	1	KXB58999.1	KXB60094.1	WP_003564954.1	WP_012986442.1	WP_011947984.1	WP_013290738.1	WP_013411851.1	WP_013403537.1	WP_013430565.1	NP_466064.1	WP_003151146.1	WP_009792612.1	WP_014093749.1	WP_022553920.1	WP_025012639.1	WP_044826176.1	WP_048706311.1	WP_006829245.1	WP_065528217.1	WP_065525521.1	WP_075887802.1	WP_076617798.1	WP_071153049.1	WP_010020178.1	WP_066676604.1	WP_004444356.1	WP_021732603.1	WP_050339401.1	WP_127352128.1	WP_046130302.1	WP_135815253.1	WP_057812104.1	WP_041773182.1	WP_147000984.1	WP_004906784.1	WP_153648583.1	WP_160215221.1	WP_031552254.1	WP_182069921.1	WP_179941351.1	WP_010278094.1	WP_129302373.1	WP_072520135.1	WP_089866068.1	WP_036105586.1
45	50	0.375	KXB59000.1	KXB60093.1	WP_003567501.1	WP_003749669.1,WP_003749714.1	WP_003357319.1	WP_013290208.1	WP_013412335.1	WP_013402973.1	WP_013430018.1	NP_466122.1,NP_466157.1	WP_014304219.1	WP_009791295.1	WP_014093802.1,WP_025280108.1	WP_014416755.1	WP_010492569.1	WP_044826231.1	WP_048704037.1	WP_040851986.1	WP_008497449.1	WP_065527558.1	WP_057866685.1	WP_076613670.1	WP_078080027.1	WP_010018556.1	WP_066678398.1	WP_003375505.1	WP_056988471.1	WP_050338967.1	WP_127351942.1	WP_046128869.1	WP_112224783.1	WP_057814572.1	WP_014973717.1	WP_048702168.1	WP_085699513.1	WP_003772934.1,WP_153648564.1	WP_011679142.1	WP_031552251.1	WP_043925521.1	WP_179941352.1	WP_010293123.1	WP_129302297.1	WP_062172949.1	WP_095178281.1	WP_003757074.1,WP_036107665.1
45	45	1	KXB59001.1	KXB60092.1	WP_003567503.1	WP_012986489.1	WP_012048350.1	WP_013290207.1	WP_013412336.1	WP_013402972.1	WP_013430017.1	NP_466123.1	WP_003156552.1	WP_009791296.1	WP_014093803.1	WP_014416754.1	WP_010492570.1	WP_044826230.1	WP_048704039.1	WP_065536312.1	WP_040850765.1	WP_065527559.1	WP_057866684.1	WP_076613671.1	WP_071154691.1	WP_010018554.1	WP_066678393.1	WP_003377058.1	WP_021732451.1	WP_050338968.1	WP_127351943.1	WP_046128868.1	WP_112224782.1	WP_057814570.1	WP_014973716.1	WP_147000943.1	WP_004899382.1	WP_003764109.1	WP_011679141.1	WP_031552248.1	WP_154999528.1	WP_179941353.1	WP_010293125.1	WP_129320024.1	WP_062172948.1	WP_095178282.1	WP_003757072.1
45	45	1	KXB59002.1	KXB60091.1	WP_003580999.1	WP_012986490.1	WP_156226187.1	WP_013290206.1	WP_013412337.1	WP_013402971.1	WP_013430016.1	NP_466124.1	WP_007615256.1	WP_009791297.1	WP_025280105.1	WP_007615256.1	WP_025012544.1	WP_044826229.1	WP_048706381.1	WP_006828956.1	WP_040850764.1	WP_065527560.1	WP_075887392.1	WP_076613672.1	WP_071154690.1	WP_010018552.1	WP_066678390.1	WP_120361731.1	WP_021732450.1	WP_162985067.1	WP_127351944.1	WP_046128881.1	WP_112224781.1	WP_057814568.1	WP_014973715.1	WP_147000942.1	WP_040190653.1	WP_010991371.1	WP_010282672.1	WP_031552246.1	WP_182069544.1	WP_179941354.1	WP_010293126.1	WP_010492573.1	WP_072520134.1	WP_089866327.1	WP_036108119.1
23	26	0.113	KXB59003.1	KXB60107.1	*	WP_012985155.1	WP_012048348.1	*	*	*	*	NP_464353.1	WP_015387987.1	WP_009791388.1,WP_180827367.1	WP_014092261.1	WP_025649833.1	*	WP_044823024.1,WP_044825825.1	*	WP_065536966.1	WP_065527924.1	WP_065526517.1	*	*	WP_058385535.1	*	WP_066678406.1	WP_120362170.1	*	*	*	WP_046130040.1	*	*	*	*	*	WP_003761183.1	*	WP_031552194.1	WP_154994366.1,WP_154999369.1	WP_179941914.1	*	*	WP_062174032.1	WP_095177505.1	*
35	38	0.116	KXB59004.1	KXB59714.1	WP_003566511.1	WP_012986015.1	WP_011948105.1,WP_012047949.1	*	*	*	*	NP_465408.1	WP_014305276.1	WP_009791217.1	WP_014093224.1	WP_038461512.1	WP_025013166.1	WP_044825453.1	WP_048705642.1	WP_065537320.1,WP_169314381.1	WP_008498614.1	*	WP_075887274.1	WP_076613890.1	WP_071154646.1,WP_151897504.1	WP_010018198.1	*	WP_120362249.1	WP_021731634.1	WP_231103749.1	*	WP_046130780.1	WP_112224230.1	WP_057813178.1	WP_186727196.1	*	*	WP_003763044.1	WP_025268060.1	WP_233417875.1	WP_154999427.1	WP_179941848.1	WP_010292523.1	WP_213224381.1	WP_062174768.1	*	WP_126320383.1
35	35	0.207	KXB59005.1	KXB57758.1	WP_003562732.1	WP_012984775.1	WP_011947950.1	WP_013289821.1	WP_013411401.1	WP_013403960.1	WP_013431002.1	NP_463810.1	*	*	WP_014091798.1	*	WP_025013481.1	WP_044825764.1	*	*	*	*	WP_075887871.1	WP_076615623.1	*	WP_010019189.1	WP_120140777.1	WP_003376265.1	WP_033609493.1	WP_050340191.1	WP_127352459.1	WP_046130111.1	*	WP_057815705.1	WP_014973647.1	*	WP_040177312.1	WP_153648446.1	WP_095341357.1	WP_210727768.1	WP_154999552.1	WP_179939696.1	WP_168441466.1	WP_129301749.1	WP_062172258.1	WP_095177183.1	WP_036103552.1
35	35	0.218	KXB59007.1	KXB57819.1	WP_003566806.1	WP_003722426.1	*	*	*	*	*	NP_465925.1	WP_003151928.1	WP_009791458.1	WP_003720710.1	WP_003151928.1	WP_039639510.1	*	WP_048703813.1	WP_154669195.1	WP_040850843.1	WP_065526803.1	WP_075887466.1	WP_076613498.1	WP_058386934.1	WP_010018778.1	*	*	WP_021732494.1	WP_003639115.1	*	WP_003184977.1	WP_112224559.1	WP_057812392.1	WP_147000282.1	WP_010004442.1	WP_040177006.1	WP_003722426.1	WP_011680030.1	WP_006364559.1	WP_026588639.1	WP_218926303.1	WP_010294230.1	WP_213224309.1	WP_231723782.1	*	WP_036108185.1
43	43	0.114	KXB59008.1	KXB59591.1	WP_003565842.1	WP_012985660.1	WP_012048142.1	WP_237698994.1	WP_013411581.1	WP_013403798.1	*	NP_465010.1	WP_014305450.1	WP_009796231.1	WP_014092853.1	WP_014418421.1	WP_039639121.1	WP_044823049.1	WP_048703504.1	WP_006828714.1	WP_008498975.1	WP_065526558.1	WP_057867877.1	WP_076615987.1	WP_058385581.1	WP_010019363.1	WP_066678686.1	WP_003376860.1	WP_021731715.1	WP_056952418.1	*	WP_046131762.1	WP_112223789.1	WP_057815457.1	WP_014974726.1	WP_147000720.1	WP_085699715.1	WP_153648113.1	WP_011680339.1	WP_031553010.1	WP_154994399.1	WP_179939704.1	WP_010279890.1	WP_129301021.1	WP_062174283.1	WP_089863670.1	WP_036104038.1
